source_id,recommendation_id,source_name,source_type,trust_level,last_updated,description,data_collected
SRC-01133,REC-0284,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-29 23:13,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01134,REC-0285,Patch Compliance Records,Systems Management,Low,2026-06-06 23:41,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01135,REC-0285,Threat Intelligence Feeds,External Threat Intel,High,2026-06-06 23:11,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01136,REC-0285,Historical Incident Records,Incident Registry,High,2026-06-06 23:43,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01137,REC-0285,Network Activity,NetFlow Collector,High,2026-06-06 23:13,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01138,REC-0285,Security Logs,SIEM Stream,High,2026-06-06 23:54,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01139,REC-0286,Network Activity,NetFlow Collector,High,2026-05-24 23:52,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01140,REC-0286,Patch Compliance Records,Systems Management,Very High,2026-05-24 23:27,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01141,REC-0286,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-24 23:24,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01142,REC-0286,Security Logs,SIEM Stream,Low,2026-05-24 23:28,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01143,REC-0287,Network Activity,NetFlow Collector,Very High,2026-05-07 23:21,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01144,REC-0287,Malware Detection Engine,Antivirus Scanner,High,2026-05-07 23:54,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01145,REC-0287,Historical Incident Records,Incident Registry,High,2026-05-07 23:26,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01146,REC-0287,Patch Compliance Records,Systems Management,Very High,2026-05-07 23:54,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01147,REC-0287,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-07 23:52,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01148,REC-0288,Security Logs,SIEM Stream,Very High,2026-05-24 23:14,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01149,REC-0288,Authentication Events,Identity Provider,Very High,2026-05-24 23:18,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01150,REC-0288,Device Telemetry,Endpoint Agent,High,2026-05-24 23:01,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01151,REC-0288,Network Activity,NetFlow Collector,High,2026-05-24 23:56,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01152,REC-0288,Malware Detection Engine,Antivirus Scanner,High,2026-05-24 23:39,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01153,REC-0289,Device Telemetry,Endpoint Agent,Very High,2026-05-10 23:08,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01154,REC-0289,Network Activity,NetFlow Collector,Very High,2026-05-10 23:39,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01155,REC-0289,Authentication Events,Identity Provider,High,2026-05-10 23:22,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01156,REC-0289,Threat Intelligence Feeds,External Threat Intel,High,2026-05-10 23:46,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01157,REC-0290,Network Activity,NetFlow Collector,High,2026-06-06 23:48,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01158,REC-0290,Patch Compliance Records,Systems Management,Very High,2026-06-06 23:14,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01159,REC-0290,Authentication Events,Identity Provider,High,2026-06-06 23:03,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01160,REC-0290,Security Logs,SIEM Stream,High,2026-06-06 23:16,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01161,REC-0290,Device Telemetry,Endpoint Agent,Very High,2026-06-06 23:54,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01162,REC-0291,Device Telemetry,Endpoint Agent,High,2026-06-15 23:46,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01163,REC-0291,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-15 23:53,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01164,REC-0291,Malware Detection Engine,Antivirus Scanner,High,2026-06-15 23:54,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01165,REC-0292,Endpoint Detection Systems,EDR Engine,Very High,2026-06-02 23:12,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01166,REC-0292,Security Logs,SIEM Stream,High,2026-06-02 23:41,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01167,REC-0292,Historical Incident Records,Incident Registry,Very High,2026-06-02 23:30,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01168,REC-0292,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-02 23:13,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01169,REC-0292,Network Anomaly Detection,IDS/IPS System,High,2026-06-02 23:36,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01170,REC-0293,Network Activity,NetFlow Collector,High,2026-05-15 23:20,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01171,REC-0293,Malware Detection Engine,Antivirus Scanner,High,2026-05-15 23:07,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01172,REC-0293,Historical Incident Records,Incident Registry,High,2026-05-15 23:06,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01173,REC-0293,Authentication Events,Identity Provider,High,2026-05-15 23:29,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01174,REC-0293,Security Logs,SIEM Stream,High,2026-05-15 23:20,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01175,REC-0294,Patch Compliance Records,Systems Management,High,2026-05-21 23:17,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01176,REC-0294,Endpoint Detection Systems,EDR Engine,High,2026-05-21 23:56,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01177,REC-0294,Authentication Events,Identity Provider,High,2026-05-21 23:08,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01178,REC-0294,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-05-21 23:20,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01179,REC-0295,Threat Intelligence Feeds,External Threat Intel,High,2026-05-07 23:05,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01180,REC-0295,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-07 23:27,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01181,REC-0295,Device Telemetry,Endpoint Agent,Moderate,2026-05-07 23:16,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01182,REC-0295,Malware Detection Engine,Antivirus Scanner,High,2026-05-07 23:57,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01183,REC-0295,Network Activity,NetFlow Collector,High,2026-05-07 23:24,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01184,REC-0296,Network Anomaly Detection,IDS/IPS System,High,2026-06-18 23:02,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01185,REC-0296,Network Activity,NetFlow Collector,High,2026-06-18 23:27,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01186,REC-0296,Authentication Events,Identity Provider,Very High,2026-06-18 23:32,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01187,REC-0296,Device Telemetry,Endpoint Agent,Moderate,2026-06-18 23:33,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01188,REC-0297,Threat Intelligence Feeds,External Threat Intel,High,2026-06-10 23:48,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01189,REC-0297,Network Anomaly Detection,IDS/IPS System,Very High,2026-06-10 23:14,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01190,REC-0297,Malware Detection Engine,Antivirus Scanner,High,2026-06-10 23:02,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01191,REC-0298,Threat Intelligence Feeds,External Threat Intel,High,2026-05-29 23:23,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01192,REC-0298,Endpoint Detection Systems,EDR Engine,High,2026-05-29 23:25,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01193,REC-0298,Network Activity,NetFlow Collector,Moderate,2026-05-29 23:44,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01194,REC-0298,Device Telemetry,Endpoint Agent,Moderate,2026-05-29 23:31,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01195,REC-0299,Patch Compliance Records,Systems Management,Low,2026-05-31 23:46,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01196,REC-0299,Malware Detection Engine,Antivirus Scanner,High,2026-05-31 23:43,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01197,REC-0299,Authentication Events,Identity Provider,High,2026-05-31 23:18,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01198,REC-0299,Network Anomaly Detection,IDS/IPS System,High,2026-05-31 23:01,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01199,REC-0300,Network Anomaly Detection,IDS/IPS System,High,2026-05-08 23:06,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01200,REC-0300,Malware Detection Engine,Antivirus Scanner,High,2026-05-08 23:46,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01201,REC-0300,Patch Compliance Records,Systems Management,Very High,2026-05-08 23:45,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01202,REC-0301,Patch Compliance Records,Systems Management,Very High,2026-05-12 23:18,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01203,REC-0301,Security Logs,SIEM Stream,Very High,2026-05-12 23:32,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01204,REC-0301,Threat Intelligence Feeds,External Threat Intel,Very High,2026-05-12 23:39,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01205,REC-0302,Security Logs,SIEM Stream,High,2026-05-22 23:24,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01206,REC-0302,Historical Incident Records,Incident Registry,High,2026-05-22 23:34,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01207,REC-0302,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-22 23:27,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01208,REC-0303,Historical Incident Records,Incident Registry,Very High,2026-05-15 23:32,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01209,REC-0303,Network Anomaly Detection,IDS/IPS System,High,2026-05-15 23:48,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01210,REC-0303,Security Logs,SIEM Stream,Moderate,2026-05-15 23:03,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01211,REC-0303,Device Telemetry,Endpoint Agent,Very High,2026-05-15 23:23,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01212,REC-0303,Threat Intelligence Feeds,External Threat Intel,High,2026-05-15 23:37,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01213,REC-0304,Network Anomaly Detection,IDS/IPS System,High,2026-06-08 23:41,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01214,REC-0304,Authentication Events,Identity Provider,Very High,2026-06-08 23:35,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01215,REC-0304,Endpoint Detection Systems,EDR Engine,Very High,2026-06-08 23:17,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01216,REC-0304,Patch Compliance Records,Systems Management,High,2026-06-08 23:16,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01217,REC-0305,Network Anomaly Detection,IDS/IPS System,Moderate,2026-06-10 23:53,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01218,REC-0305,Patch Compliance Records,Systems Management,High,2026-06-10 23:21,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01219,REC-0305,Threat Intelligence Feeds,External Threat Intel,High,2026-06-10 23:47,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01220,REC-0305,Device Telemetry,Endpoint Agent,High,2026-06-10 23:48,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01221,REC-0305,Network Activity,NetFlow Collector,Very High,2026-06-10 23:01,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01222,REC-0306,Security Logs,SIEM Stream,Very High,2026-06-02 23:26,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01223,REC-0306,Endpoint Detection Systems,EDR Engine,High,2026-06-02 23:03,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01224,REC-0306,Device Telemetry,Endpoint Agent,High,2026-06-02 23:31,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01225,REC-0306,Network Anomaly Detection,IDS/IPS System,High,2026-06-02 23:02,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01226,REC-0307,Network Anomaly Detection,IDS/IPS System,High,2026-05-31 23:18,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01227,REC-0307,Authentication Events,Identity Provider,Very High,2026-05-31 23:37,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01228,REC-0307,Threat Intelligence Feeds,External Threat Intel,Very High,2026-05-31 23:25,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01229,REC-0307,Patch Compliance Records,Systems Management,High,2026-05-31 23:49,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01230,REC-0308,Device Telemetry,Endpoint Agent,Moderate,2026-05-09 23:42,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01231,REC-0308,Network Activity,NetFlow Collector,High,2026-05-09 23:28,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01232,REC-0308,Security Logs,SIEM Stream,High,2026-05-09 23:16,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01233,REC-0308,Network Anomaly Detection,IDS/IPS System,High,2026-05-09 23:44,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01234,REC-0308,Historical Incident Records,Incident Registry,High,2026-05-09 23:26,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01235,REC-0309,Security Logs,SIEM Stream,Moderate,2026-06-11 23:17,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01236,REC-0309,Endpoint Detection Systems,EDR Engine,Very High,2026-06-11 23:01,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01237,REC-0309,Malware Detection Engine,Antivirus Scanner,High,2026-06-11 23:30,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01238,REC-0309,Historical Incident Records,Incident Registry,High,2026-06-11 23:32,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01239,REC-0309,Network Activity,NetFlow Collector,Very High,2026-06-11 23:32,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01240,REC-0310,Endpoint Detection Systems,EDR Engine,Moderate,2026-05-26 23:05,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01241,REC-0310,Device Telemetry,Endpoint Agent,Very High,2026-05-26 23:43,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01242,REC-0310,Network Anomaly Detection,IDS/IPS System,High,2026-05-26 23:42,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01243,REC-0311,Patch Compliance Records,Systems Management,Moderate,2026-06-19 23:54,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01244,REC-0311,Historical Incident Records,Incident Registry,High,2026-06-19 23:06,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01245,REC-0311,Endpoint Detection Systems,EDR Engine,High,2026-06-19 23:22,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01246,REC-0311,Network Anomaly Detection,IDS/IPS System,Very High,2026-06-19 23:23,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01247,REC-0311,Security Logs,SIEM Stream,High,2026-06-19 23:44,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01248,REC-0312,Authentication Events,Identity Provider,High,2026-06-09 23:42,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01249,REC-0312,Device Telemetry,Endpoint Agent,Very High,2026-06-09 23:52,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01250,REC-0312,Historical Incident Records,Incident Registry,Moderate,2026-06-09 23:08,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01251,REC-0313,Endpoint Detection Systems,EDR Engine,Very High,2026-06-16 23:29,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01252,REC-0313,Authentication Events,Identity Provider,High,2026-06-16 23:55,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01253,REC-0313,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-16 23:58,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01254,REC-0314,Authentication Events,Identity Provider,High,2026-05-18 23:09,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01255,REC-0314,Network Activity,NetFlow Collector,Very High,2026-05-18 23:49,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01256,REC-0314,Security Logs,SIEM Stream,Very High,2026-05-18 23:21,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01257,REC-0314,Patch Compliance Records,Systems Management,Moderate,2026-05-18 23:11,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01258,REC-0315,Patch Compliance Records,Systems Management,High,2026-06-12 23:11,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01259,REC-0315,Device Telemetry,Endpoint Agent,Moderate,2026-06-12 23:55,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01260,REC-0315,Historical Incident Records,Incident Registry,High,2026-06-12 23:01,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01261,REC-0315,Authentication Events,Identity Provider,Very High,2026-06-12 23:26,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01262,REC-0316,Authentication Events,Identity Provider,Very High,2026-06-01 23:36,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01263,REC-0316,Historical Incident Records,Incident Registry,High,2026-06-01 23:47,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01264,REC-0316,Endpoint Detection Systems,EDR Engine,Moderate,2026-06-01 23:07,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01265,REC-0317,Patch Compliance Records,Systems Management,Very High,2026-05-07 23:24,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01266,REC-0317,Network Anomaly Detection,IDS/IPS System,Low,2026-05-07 23:55,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01267,REC-0317,Device Telemetry,Endpoint Agent,High,2026-05-07 23:55,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01268,REC-0318,Security Logs,SIEM Stream,Moderate,2026-06-13 23:05,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01269,REC-0318,Historical Incident Records,Incident Registry,Moderate,2026-06-13 23:30,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01270,REC-0318,Endpoint Detection Systems,EDR Engine,Very High,2026-06-13 23:30,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01271,REC-0318,Patch Compliance Records,Systems Management,Very High,2026-06-13 23:10,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01272,REC-0319,Historical Incident Records,Incident Registry,Moderate,2026-05-25 23:40,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01273,REC-0319,Endpoint Detection Systems,EDR Engine,Very High,2026-05-25 23:51,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01274,REC-0319,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-05-25 23:44,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01275,REC-0320,Patch Compliance Records,Systems Management,High,2026-05-27 23:05,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01276,REC-0320,Historical Incident Records,Incident Registry,Very High,2026-05-27 23:05,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01277,REC-0320,Device Telemetry,Endpoint Agent,High,2026-05-27 23:57,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01278,REC-0320,Threat Intelligence Feeds,External Threat Intel,High,2026-05-27 23:26,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01279,REC-0321,Patch Compliance Records,Systems Management,High,2026-06-17 23:13,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01280,REC-0321,Authentication Events,Identity Provider,Moderate,2026-06-17 23:08,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01281,REC-0321,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-17 23:02,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01282,REC-0322,Threat Intelligence Feeds,External Threat Intel,High,2026-05-16 23:51,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01283,REC-0322,Historical Incident Records,Incident Registry,Very High,2026-05-16 23:33,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
