recommendation_id,device_id,case_id,risk_level,requires_evidence_review,requires_impact_review,requires_written_justification
REC-0475,DEV-0068,CASE-0475,Medium,True,False,False
REC-0476,DEV-0006,CASE-0476,Critical,True,True,True
REC-0477,DEV-0236,CASE-0477,Medium,True,False,False
REC-0478,DEV-0207,CASE-0478,High,True,True,False
REC-0479,DEV-0038,CASE-0479,Medium,True,False,False
REC-0480,DEV-0186,CASE-0480,Medium,True,False,False
REC-0481,DEV-0153,CASE-0481,High,True,True,False
REC-0482,DEV-0077,CASE-0482,Medium,True,False,False
REC-0483,DEV-0240,CASE-0483,Medium,True,False,False
REC-0484,DEV-0223,CASE-0484,Medium,True,False,False
REC-0485,DEV-0156,CASE-0485,Medium,True,False,False
REC-0486,DEV-0204,CASE-0486,High,True,True,False
REC-0487,DEV-0166,CASE-0487,Medium,True,False,False
REC-0488,DEV-0122,CASE-0488,Low,False,False,False
REC-0489,DEV-0148,CASE-0489,Medium,True,False,False
REC-0490,DEV-0123,CASE-0490,Medium,True,False,False
REC-0491,DEV-0128,CASE-0491,Medium,True,False,False
REC-0492,DEV-0175,CASE-0492,Low,False,False,False
REC-0493,DEV-0177,CASE-0493,High,True,True,False
REC-0494,DEV-0122,CASE-0494,Low,False,False,False
REC-0495,DEV-0075,CASE-0495,Medium,True,False,False
REC-0496,DEV-0172,CASE-0496,Medium,True,False,False
REC-0497,DEV-0019,CASE-0497,Medium,True,False,False
REC-0498,DEV-0052,CASE-0498,High,True,True,False
REC-0499,DEV-0006,CASE-0499,Medium,True,False,False
REC-0500,DEV-0220,CASE-0500,Low,False,False,False
REC-0501,DEV-0067,CASE-0501,High,True,True,False
REC-0502,DEV-0203,CASE-0502,Medium,True,False,False
REC-0503,DEV-0178,CASE-0503,Medium,True,False,False
REC-0504,DEV-0011,CASE-0504,High,True,True,False
REC-0505,DEV-0130,CASE-0505,Medium,True,False,False
REC-0506,DEV-0104,CASE-0506,Medium,True,False,False
REC-0507,DEV-0127,CASE-0507,Low,False,False,False
REC-0508,DEV-0080,CASE-0508,High,True,True,False
REC-0509,DEV-0234,CASE-0509,High,True,True,False
REC-0510,DEV-0034,CASE-0510,Low,False,False,False
REC-0511,DEV-0211,CASE-0511,Medium,True,False,False
REC-0512,DEV-0030,CASE-0512,Medium,True,False,False
REC-0513,DEV-0035,CASE-0513,Low,False,False,False
REC-0514,DEV-0119,CASE-0514,Low,False,False,False
REC-0515,DEV-0048,CASE-0515,Medium,True,False,False
REC-0516,DEV-0015,CASE-0516,High,True,True,False
REC-0517,DEV-0223,CASE-0517,Low,False,False,False
REC-0518,DEV-0178,CASE-0518,Medium,True,False,False
REC-0519,DEV-0074,CASE-0519,Low,False,False,False
REC-0520,DEV-0239,CASE-0520,Critical,True,True,True
REC-0521,DEV-0078,CASE-0521,Low,False,False,False
REC-0522,DEV-0022,CASE-0522,Low,False,False,False
REC-0523,DEV-0182,CASE-0523,High,True,True,False
REC-0524,DEV-0075,CASE-0524,Low,False,False,False
REC-0525,DEV-0186,CASE-0525,High,True,True,False
REC-0526,DEV-0094,CASE-0526,Medium,True,False,False
REC-0527,DEV-0139,CASE-0527,Critical,True,True,True
REC-0528,DEV-0028,CASE-0528,Medium,True,False,False
REC-0529,DEV-0008,CASE-0529,Critical,True,True,True
REC-0530,DEV-0206,CASE-0530,Low,False,False,False
REC-0531,DEV-0150,CASE-0531,Medium,True,False,False
REC-0532,DEV-0131,CASE-0532,Critical,True,True,True
REC-0533,DEV-0227,CASE-0533,Low,False,False,False
REC-0534,DEV-0051,CASE-0534,Low,False,False,False
REC-0535,DEV-0100,CASE-0535,Medium,True,False,False
REC-0536,DEV-0190,CASE-0536,Critical,True,True,True
REC-0537,DEV-0014,CASE-0537,Medium,True,False,False
REC-0538,DEV-0068,CASE-0538,Low,False,False,False
REC-0539,DEV-0152,CASE-0539,Medium,True,False,False
REC-0540,DEV-0104,CASE-0540,High,True,True,False
REC-0541,DEV-0101,CASE-0541,Low,False,False,False
REC-0542,DEV-0242,CASE-0542,Low,False,False,False
REC-0543,DEV-0095,CASE-0543,High,True,True,False
REC-0544,DEV-0134,CASE-0544,High,True,True,False
REC-0545,DEV-0149,CASE-0545,Medium,True,False,False
REC-0546,DEV-0074,CASE-0546,Medium,True,False,False
REC-0547,DEV-0165,CASE-0547,Medium,True,False,False
REC-0548,DEV-0048,CASE-0548,Critical,True,True,True
REC-0549,DEV-0221,CASE-0549,Low,False,False,False
REC-0550,DEV-0002,CASE-0550,Low,False,False,False
REC-0551,DEV-0062,CASE-0551,High,True,True,False
REC-0552,DEV-0186,CASE-0552,Low,False,False,False
REC-0553,DEV-0220,CASE-0553,Medium,True,False,False
REC-0554,DEV-0049,CASE-0554,Medium,True,False,False
REC-0555,DEV-0209,CASE-0555,Critical,True,True,True
REC-0556,DEV-0126,CASE-0556,Medium,True,False,False
REC-0557,DEV-0061,CASE-0557,High,True,True,False
REC-0558,DEV-0117,CASE-0558,Medium,True,False,False
REC-0559,DEV-0248,CASE-0559,High,True,True,False
REC-0560,DEV-0126,CASE-0560,Medium,True,False,False
REC-0561,DEV-0242,CASE-0561,High,True,True,False
REC-0562,DEV-0107,CASE-0562,High,True,True,False
REC-0563,DEV-0055,CASE-0563,High,True,True,False
REC-0564,DEV-0181,CASE-0564,High,True,True,False
REC-0565,DEV-0211,CASE-0565,High,True,True,False
REC-0566,DEV-0229,CASE-0566,Critical,True,True,True
REC-0567,DEV-0078,CASE-0567,Medium,True,False,False
REC-0568,DEV-0138,CASE-0568,High,True,True,False
REC-0569,DEV-0061,CASE-0569,Low,False,False,False
REC-0570,DEV-0161,CASE-0570,High,True,True,False
REC-0571,DEV-0031,CASE-0571,High,True,True,False
REC-0572,DEV-0130,CASE-0572,High,True,True,False
REC-0573,DEV-0017,CASE-0573,Medium,True,False,False
REC-0574,DEV-0224,CASE-0574,High,True,True,False
REC-0575,DEV-0080,CASE-0575,Medium,True,False,False
REC-0576,DEV-0204,CASE-0576,High,True,True,False
REC-0577,DEV-0111,CASE-0577,High,True,True,False
REC-0578,DEV-0144,CASE-0578,Critical,True,True,True
REC-0579,DEV-0029,CASE-0579,Medium,True,False,False
REC-0580,DEV-0041,CASE-0580,Medium,True,False,False
REC-0581,DEV-0059,CASE-0581,Low,False,False,False
REC-0582,DEV-0010,CASE-0582,Low,False,False,False
REC-0583,DEV-0215,CASE-0583,Low,False,False,False
REC-0584,DEV-0003,CASE-0584,Medium,True,False,False
REC-0585,DEV-0054,CASE-0585,Medium,True,False,False
REC-0586,DEV-0077,CASE-0586,Critical,True,True,True
REC-0587,DEV-0090,CASE-0587,High,True,True,False
REC-0588,DEV-0116,CASE-0588,Medium,True,False,False
REC-0589,DEV-0070,CASE-0589,Medium,True,False,False
REC-0590,DEV-0065,CASE-0590,High,True,True,False
REC-0591,DEV-0175,CASE-0591,Low,False,False,False
REC-0592,DEV-0070,CASE-0592,Low,False,False,False
REC-0593,DEV-0121,CASE-0593,Medium,True,False,False
REC-0594,DEV-0071,CASE-0594,Medium,True,False,False
REC-0595,DEV-0175,CASE-0595,Medium,True,False,False
REC-0596,DEV-0045,CASE-0596,Critical,True,True,True
REC-0597,DEV-0172,CASE-0597,Medium,True,False,False
REC-0598,DEV-0150,CASE-0598,Medium,True,False,False
REC-0599,DEV-0112,CASE-0599,Low,False,False,False
REC-0600,DEV-0083,CASE-0600,High,True,True,False
REC-0601,DEV-0001,CASE-0601,Medium,True,False,False
REC-0602,DEV-0245,CASE-0602,Medium,True,False,False
REC-0603,DEV-0177,CASE-0603,High,True,True,False
REC-0604,DEV-0222,CASE-0604,High,True,True,False
REC-0605,DEV-0158,CASE-0605,Critical,True,True,True
REC-0606,DEV-0191,CASE-0606,Low,False,False,False
REC-0607,DEV-0158,CASE-0607,High,True,True,False
REC-0608,DEV-0236,CASE-0608,Medium,True,False,False
REC-0609,DEV-0162,CASE-0609,Low,False,False,False
REC-0610,DEV-0012,CASE-0610,Critical,True,True,True
REC-0611,DEV-0077,CASE-0611,Medium,True,False,False
REC-0612,DEV-0187,CASE-0612,High,True,True,False
REC-0613,DEV-0042,CASE-0613,Medium,True,False,False
REC-0614,DEV-0154,CASE-0614,Medium,True,False,False
REC-0615,DEV-0250,CASE-0615,High,True,True,False
REC-0616,DEV-0054,CASE-0616,Medium,True,False,False
REC-0617,DEV-0230,CASE-0617,Low,False,False,False
REC-0618,DEV-0062,CASE-0618,Low,False,False,False
REC-0619,DEV-0164,CASE-0619,High,True,True,False
REC-0620,DEV-0065,CASE-0620,Low,False,False,False
REC-0621,DEV-0056,CASE-0621,Low,False,False,False
REC-0622,DEV-0160,CASE-0622,Medium,True,False,False
REC-0623,DEV-0056,CASE-0623,Low,False,False,False
REC-0624,DEV-0015,CASE-0624,High,True,True,False
REC-0625,DEV-0132,CASE-0625,Critical,True,True,True
REC-0626,DEV-0122,CASE-0626,Medium,True,False,False
REC-0627,DEV-0204,CASE-0627,High,True,True,False
REC-0628,DEV-0237,CASE-0628,Critical,True,True,True
REC-0629,DEV-0164,CASE-0629,Critical,True,True,True
REC-0630,DEV-0044,CASE-0630,Medium,True,False,False
REC-0631,DEV-0236,CASE-0631,Critical,True,True,True
REC-0632,DEV-0245,CASE-0632,Medium,True,False,False
REC-0633,DEV-0112,CASE-0633,Low,False,False,False
REC-0634,DEV-0157,CASE-0634,Critical,True,True,True
REC-0635,DEV-0221,CASE-0635,Medium,True,False,False
REC-0636,DEV-0177,CASE-0636,High,True,True,False
REC-0637,DEV-0102,CASE-0637,High,True,True,False
REC-0638,DEV-0187,CASE-0638,Medium,True,False,False
REC-0639,DEV-0111,CASE-0639,Medium,True,False,False
REC-0640,DEV-0228,CASE-0640,Critical,True,True,True
REC-0641,DEV-0207,CASE-0641,Critical,True,True,True
REC-0642,DEV-0247,CASE-0642,Medium,True,False,False
REC-0643,DEV-0097,CASE-0643,Low,False,False,False
REC-0644,DEV-0116,CASE-0644,Low,False,False,False
REC-0645,DEV-0208,CASE-0645,Low,False,False,False
REC-0646,DEV-0125,CASE-0646,Low,False,False,False
REC-0647,DEV-0159,CASE-0647,Medium,True,False,False
REC-0648,DEV-0148,CASE-0648,Medium,True,False,False
REC-0649,DEV-0021,CASE-0649,High,True,True,False
REC-0650,DEV-0133,CASE-0650,Medium,True,False,False
REC-0651,DEV-0212,CASE-0651,High,True,True,False
REC-0652,DEV-0102,CASE-0652,Medium,True,False,False
REC-0653,DEV-0150,CASE-0653,Medium,True,False,False
REC-0654,DEV-0029,CASE-0654,Critical,True,True,True
REC-0655,DEV-0221,CASE-0655,Critical,True,True,True
REC-0656,DEV-0241,CASE-0656,Medium,True,False,False
REC-0657,DEV-0192,CASE-0657,Low,False,False,False
REC-0658,DEV-0211,CASE-0658,Low,False,False,False
REC-0659,DEV-0077,CASE-0659,Low,False,False,False
REC-0660,DEV-0130,CASE-0660,Critical,True,True,True
REC-0661,DEV-0205,CASE-0661,Medium,True,False,False
REC-0662,DEV-0081,CASE-0662,Medium,True,False,False
REC-0663,DEV-0078,CASE-0663,High,True,True,False
REC-0664,DEV-0069,CASE-0664,High,True,True,False
REC-0665,DEV-0092,CASE-0665,High,True,True,False
REC-0666,DEV-0090,CASE-0666,Critical,True,True,True
REC-0667,DEV-0227,CASE-0667,Medium,True,False,False
REC-0668,DEV-0232,CASE-0668,High,True,True,False
REC-0669,DEV-0033,CASE-0669,Medium,True,False,False
REC-0670,DEV-0045,CASE-0670,Medium,True,False,False
REC-0671,DEV-0162,CASE-0671,Medium,True,False,False
REC-0672,DEV-0145,CASE-0672,Medium,True,False,False
REC-0673,DEV-0203,CASE-0673,Medium,True,False,False
REC-0674,DEV-0095,CASE-0674,High,True,True,False
REC-0675,DEV-0219,CASE-0675,Low,False,False,False
REC-0676,DEV-0123,CASE-0676,Low,False,False,False
REC-0677,DEV-0224,CASE-0677,Medium,True,False,False
REC-0678,DEV-0126,CASE-0678,Low,False,False,False
REC-0679,DEV-0057,CASE-0679,Low,False,False,False
REC-0680,DEV-0226,CASE-0680,Medium,True,False,False
REC-0681,DEV-0068,CASE-0681,Medium,True,False,False
REC-0682,DEV-0172,CASE-0682,Medium,True,False,False
REC-0683,DEV-0242,CASE-0683,Medium,True,False,False
REC-0684,DEV-0013,CASE-0684,Critical,True,True,True
REC-0685,DEV-0178,CASE-0685,High,True,True,False
REC-0686,DEV-0018,CASE-0686,High,True,True,False
REC-0687,DEV-0096,CASE-0687,High,True,True,False
REC-0688,DEV-0009,CASE-0688,Low,False,False,False
REC-0689,DEV-0047,CASE-0689,High,True,True,False
REC-0690,DEV-0057,CASE-0690,Critical,True,True,True
REC-0691,DEV-0247,CASE-0691,Medium,True,False,False
REC-0692,DEV-0173,CASE-0692,Low,False,False,False
REC-0693,DEV-0156,CASE-0693,Medium,True,False,False
REC-0694,DEV-0066,CASE-0694,Low,False,False,False
REC-0695,DEV-0017,CASE-0695,Low,False,False,False
REC-0696,DEV-0165,CASE-0696,High,True,True,False
REC-0697,DEV-0069,CASE-0697,High,True,True,False
REC-0698,DEV-0225,CASE-0698,Medium,True,False,False
REC-0699,DEV-0233,CASE-0699,Low,False,False,False
REC-0700,DEV-0164,CASE-0700,Low,False,False,False
REC-0701,DEV-0134,CASE-0701,Medium,True,False,False
REC-0702,DEV-0014,CASE-0702,High,True,True,False
REC-0703,DEV-0187,CASE-0703,Medium,True,False,False
REC-0704,DEV-0228,CASE-0704,Medium,True,False,False
REC-0705,DEV-0174,CASE-0705,Medium,True,False,False
REC-0706,DEV-0096,CASE-0706,Medium,True,False,False
REC-0707,DEV-0027,CASE-0707,High,True,True,False
REC-0708,DEV-0128,CASE-0708,High,True,True,False
REC-0709,DEV-0057,CASE-0709,Medium,True,False,False
REC-0710,DEV-0042,CASE-0710,Medium,True,False,False
REC-0711,DEV-0207,CASE-0711,High,True,True,False
REC-0712,DEV-0242,CASE-0712,Medium,True,False,False
REC-0713,DEV-0156,CASE-0713,Critical,True,True,True
REC-0714,DEV-0029,CASE-0714,Low,False,False,False
REC-0715,DEV-0059,CASE-0715,Medium,True,False,False
REC-0716,DEV-0078,CASE-0716,Critical,True,True,True
REC-0717,DEV-0060,CASE-0717,Medium,True,False,False
REC-0718,DEV-0004,CASE-0718,High,True,True,False
REC-0719,DEV-0122,CASE-0719,Critical,True,True,True
REC-0720,DEV-0045,CASE-0720,High,True,True,False
REC-0721,DEV-0110,CASE-0721,Medium,True,False,False
REC-0722,DEV-0029,CASE-0722,Medium,True,False,False
REC-0723,DEV-0215,CASE-0723,Low,False,False,False
REC-0724,DEV-0191,CASE-0724,High,True,True,False
REC-0725,DEV-0178,CASE-0725,Medium,True,False,False
REC-0726,DEV-0011,CASE-0726,High,True,True,False
REC-0727,DEV-0213,CASE-0727,High,True,True,False
REC-0728,DEV-0062,CASE-0728,Critical,True,True,True
REC-0729,DEV-0113,CASE-0729,Medium,True,False,False
REC-0730,DEV-0121,CASE-0730,Medium,True,False,False
REC-0731,DEV-0197,CASE-0731,Low,False,False,False
REC-0732,DEV-0007,CASE-0732,High,True,True,False
REC-0733,DEV-0021,CASE-0733,Medium,True,False,False
REC-0734,DEV-0214,CASE-0734,High,True,True,False
REC-0735,DEV-0218,CASE-0735,Medium,True,False,False
REC-0736,DEV-0104,CASE-0736,High,True,True,False
REC-0737,DEV-0145,CASE-0737,High,True,True,False
REC-0738,DEV-0200,CASE-0738,High,True,True,False
REC-0739,DEV-0229,CASE-0739,Medium,True,False,False
REC-0740,DEV-0242,CASE-0740,Critical,True,True,True
REC-0741,DEV-0119,CASE-0741,Low,False,False,False
REC-0742,DEV-0172,CASE-0742,Critical,True,True,True
REC-0743,DEV-0045,CASE-0743,Medium,True,False,False
REC-0744,DEV-0025,CASE-0744,Low,False,False,False
REC-0745,DEV-0106,CASE-0745,High,True,True,False
REC-0746,DEV-0005,CASE-0746,Low,False,False,False
REC-0747,DEV-0243,CASE-0747,Critical,True,True,True
REC-0748,DEV-0233,CASE-0748,Medium,True,False,False
REC-0749,DEV-0220,CASE-0749,High,True,True,False
REC-0750,DEV-0063,CASE-0750,Medium,True,False,False
REC-0751,DEV-0175,CASE-0751,Medium,True,False,False
REC-0752,DEV-0249,CASE-0752,High,True,True,False
REC-0753,DEV-0048,CASE-0753,Low,False,False,False
REC-0754,DEV-0093,CASE-0754,Critical,True,True,True
REC-0755,DEV-0151,CASE-0755,Medium,True,False,False
REC-0756,DEV-0059,CASE-0756,Low,False,False,False
REC-0757,DEV-0175,CASE-0757,High,True,True,False
REC-0758,DEV-0155,CASE-0758,Medium,True,False,False
REC-0759,DEV-0139,CASE-0759,Medium,True,False,False
REC-0760,DEV-0224,CASE-0760,Critical,True,True,True
REC-0761,DEV-0067,CASE-0761,High,True,True,False
REC-0762,DEV-0152,CASE-0762,High,True,True,False
REC-0763,DEV-0066,CASE-0763,Low,False,False,False
REC-0764,DEV-0234,CASE-0764,Critical,True,True,True
REC-0765,DEV-0110,CASE-0765,Low,False,False,False
REC-0766,DEV-0105,CASE-0766,Medium,True,False,False
REC-0767,DEV-0220,CASE-0767,Critical,True,True,True
REC-0768,DEV-0184,CASE-0768,Medium,True,False,False
REC-0769,DEV-0078,CASE-0769,Low,False,False,False
REC-0770,DEV-0201,CASE-0770,Low,False,False,False
REC-0771,DEV-0094,CASE-0771,High,True,True,False
REC-0772,DEV-0036,CASE-0772,Critical,True,True,True
REC-0773,DEV-0023,CASE-0773,High,True,True,False
REC-0774,DEV-0049,CASE-0774,High,True,True,False
REC-0775,DEV-0008,CASE-0775,Critical,True,True,True
REC-0776,DEV-0083,CASE-0776,High,True,True,False
REC-0777,DEV-0013,CASE-0777,Low,False,False,False
REC-0778,DEV-0016,CASE-0778,Medium,True,False,False
REC-0779,DEV-0219,CASE-0779,Medium,True,False,False
REC-0780,DEV-0023,CASE-0780,Low,False,False,False
REC-0781,DEV-0195,CASE-0781,High,True,True,False
REC-0782,DEV-0184,CASE-0782,Low,False,False,False
REC-0783,DEV-0121,CASE-0783,Medium,True,False,False
REC-0784,DEV-0094,CASE-0784,Medium,True,False,False
REC-0785,DEV-0131,CASE-0785,Medium,True,False,False
REC-0786,DEV-0028,CASE-0786,High,True,True,False
REC-0787,DEV-0154,CASE-0787,Low,False,False,False
REC-0788,DEV-0149,CASE-0788,Medium,True,False,False
REC-0789,DEV-0124,CASE-0789,Medium,True,False,False
REC-0790,DEV-0207,CASE-0790,Medium,True,False,False
REC-0791,DEV-0228,CASE-0791,Low,False,False,False
REC-0792,DEV-0098,CASE-0792,High,True,True,False
REC-0793,DEV-0157,CASE-0793,Medium,True,False,False
REC-0794,DEV-0206,CASE-0794,Medium,True,False,False
REC-0795,DEV-0007,CASE-0795,Medium,True,False,False
REC-0796,DEV-0101,CASE-0796,Medium,True,False,False
REC-0797,DEV-0117,CASE-0797,Medium,True,False,False
REC-0798,DEV-0028,CASE-0798,Medium,True,False,False
REC-0799,DEV-0104,CASE-0799,Low,False,False,False
REC-0800,DEV-0058,CASE-0800,Medium,True,False,False
REC-0801,DEV-0034,CASE-0801,Critical,True,True,True
REC-0802,DEV-0038,CASE-0802,High,True,True,False
REC-0803,DEV-0045,CASE-0803,Medium,True,False,False
REC-0804,DEV-0244,CASE-0804,Medium,True,False,False
REC-0805,DEV-0063,CASE-0805,High,True,True,False
REC-0806,DEV-0216,CASE-0806,Low,False,False,False
REC-0807,DEV-0155,CASE-0807,Medium,True,False,False
REC-0808,DEV-0069,CASE-0808,High,True,True,False
REC-0809,DEV-0245,CASE-0809,Medium,True,False,False
REC-0810,DEV-0092,CASE-0810,Low,False,False,False
REC-0811,DEV-0146,CASE-0811,High,True,True,False
REC-0812,DEV-0218,CASE-0812,Critical,True,True,True
REC-0813,DEV-0089,CASE-0813,Low,False,False,False
REC-0814,DEV-0193,CASE-0814,High,True,True,False
REC-0815,DEV-0190,CASE-0815,Medium,True,False,False
REC-0816,DEV-0145,CASE-0816,Medium,True,False,False
REC-0817,DEV-0037,CASE-0817,High,True,True,False
REC-0818,DEV-0170,CASE-0818,Medium,True,False,False
REC-0819,DEV-0073,CASE-0819,High,True,True,False
REC-0820,DEV-0239,CASE-0820,Low,False,False,False
REC-0821,DEV-0020,CASE-0821,Medium,True,False,False
REC-0822,DEV-0127,CASE-0822,High,True,True,False
REC-0823,DEV-0222,CASE-0823,Critical,True,True,True
REC-0824,DEV-0113,CASE-0824,Medium,True,False,False
REC-0825,DEV-0076,CASE-0825,Medium,True,False,False
REC-0826,DEV-0051,CASE-0826,Critical,True,True,True
REC-0827,DEV-0071,CASE-0827,High,True,True,False
REC-0828,DEV-0075,CASE-0828,Medium,True,False,False
REC-0829,DEV-0236,CASE-0829,Medium,True,False,False
REC-0830,DEV-0002,CASE-0830,Low,False,False,False
REC-0831,DEV-0122,CASE-0831,High,True,True,False
REC-0832,DEV-0018,CASE-0832,High,True,True,False
REC-0833,DEV-0171,CASE-0833,High,True,True,False
REC-0834,DEV-0184,CASE-0834,Critical,True,True,True
REC-0835,DEV-0134,CASE-0835,Medium,True,False,False
REC-0836,DEV-0186,CASE-0836,Medium,True,False,False
REC-0837,DEV-0085,CASE-0837,Critical,True,True,True
REC-0838,DEV-0086,CASE-0838,Medium,True,False,False
REC-0839,DEV-0173,CASE-0839,High,True,True,False
REC-0840,DEV-0015,CASE-0840,Critical,True,True,True
REC-0841,DEV-0164,CASE-0841,Medium,True,False,False
REC-0842,DEV-0156,CASE-0842,Medium,True,False,False
REC-0843,DEV-0068,CASE-0843,High,True,True,False
REC-0844,DEV-0140,CASE-0844,Medium,True,False,False
REC-0845,DEV-0073,CASE-0845,High,True,True,False
REC-0846,DEV-0128,CASE-0846,Critical,True,True,True
REC-0847,DEV-0207,CASE-0847,High,True,True,False
REC-0848,DEV-0247,CASE-0848,High,True,True,False
REC-0849,DEV-0152,CASE-0849,Low,False,False,False
REC-0850,DEV-0178,CASE-0850,High,True,True,False
REC-0851,DEV-0082,CASE-0851,Medium,True,False,False
REC-0852,DEV-0186,CASE-0852,Medium,True,False,False
REC-0853,DEV-0067,CASE-0853,Medium,True,False,False
REC-0854,DEV-0071,CASE-0854,Low,False,False,False
REC-0855,DEV-0176,CASE-0855,High,True,True,False
REC-0856,DEV-0020,CASE-0856,Low,False,False,False
REC-0857,DEV-0205,CASE-0857,Critical,True,True,True
REC-0858,DEV-0136,CASE-0858,Low,False,False,False
REC-0859,DEV-0113,CASE-0859,Medium,True,False,False
REC-0860,DEV-0061,CASE-0860,High,True,True,False
REC-0861,DEV-0129,CASE-0861,Critical,True,True,True
REC-0862,DEV-0103,CASE-0862,Medium,True,False,False
REC-0863,DEV-0136,CASE-0863,Low,False,False,False
REC-0864,DEV-0018,CASE-0864,Critical,True,True,True
REC-0865,DEV-0154,CASE-0865,Medium,True,False,False
REC-0866,DEV-0190,CASE-0866,Low,False,False,False
REC-0867,DEV-0033,CASE-0867,Low,False,False,False
REC-0868,DEV-0246,CASE-0868,Low,False,False,False
REC-0869,DEV-0079,CASE-0869,Low,False,False,False
REC-0870,DEV-0028,CASE-0870,High,True,True,False
REC-0871,DEV-0079,CASE-0871,Medium,True,False,False
REC-0872,DEV-0219,CASE-0872,Medium,True,False,False
REC-0873,DEV-0241,CASE-0873,Low,False,False,False
REC-0874,DEV-0244,CASE-0874,High,True,True,False
REC-0875,DEV-0248,CASE-0875,Medium,True,False,False
REC-0876,DEV-0036,CASE-0876,Critical,True,True,True
REC-0877,DEV-0112,CASE-0877,Medium,True,False,False
REC-0878,DEV-0003,CASE-0878,Medium,True,False,False
REC-0879,DEV-0186,CASE-0879,High,True,True,False
REC-0880,DEV-0072,CASE-0880,Medium,True,False,False
REC-0881,DEV-0228,CASE-0881,Low,False,False,False
REC-0882,DEV-0087,CASE-0882,Medium,True,False,False
REC-0883,DEV-0001,CASE-0883,Critical,True,True,True
REC-0884,DEV-0074,CASE-0884,High,True,True,False
REC-0885,DEV-0058,CASE-0885,Low,False,False,False
REC-0886,DEV-0246,CASE-0886,High,True,True,False
REC-0887,DEV-0057,CASE-0887,High,True,True,False
REC-0888,DEV-0150,CASE-0888,Medium,True,False,False
REC-0889,DEV-0205,CASE-0889,Medium,True,False,False
REC-0890,DEV-0031,CASE-0890,Medium,True,False,False
REC-0891,DEV-0077,CASE-0891,High,True,True,False
REC-0892,DEV-0032,CASE-0892,Medium,True,False,False
REC-0893,DEV-0051,CASE-0893,Medium,True,False,False
REC-0894,DEV-0239,CASE-0894,High,True,True,False
REC-0895,DEV-0148,CASE-0895,Medium,True,False,False
REC-0896,DEV-0145,CASE-0896,High,True,True,False
REC-0897,DEV-0180,CASE-0897,High,True,True,False
REC-0898,DEV-0090,CASE-0898,High,True,True,False
REC-0899,DEV-0153,CASE-0899,Critical,True,True,True
REC-0900,DEV-0024,CASE-0900,Medium,True,False,False
REC-0901,DEV-0090,CASE-0901,Low,False,False,False
REC-0902,DEV-0205,CASE-0902,Medium,True,False,False
REC-0903,DEV-0137,CASE-0903,High,True,True,False
REC-0904,DEV-0019,CASE-0904,Medium,True,False,False
REC-0905,DEV-0102,CASE-0905,High,True,True,False
REC-0906,DEV-0100,CASE-0906,Medium,True,False,False
REC-0907,DEV-0093,CASE-0907,Critical,True,True,True
REC-0908,DEV-0187,CASE-0908,Medium,True,False,False
REC-0909,DEV-0198,CASE-0909,Critical,True,True,True
REC-0910,DEV-0188,CASE-0910,Low,False,False,False
REC-0911,DEV-0195,CASE-0911,High,True,True,False
REC-0912,DEV-0048,CASE-0912,High,True,True,False
REC-0913,DEV-0003,CASE-0913,Medium,True,False,False
REC-0914,DEV-0030,CASE-0914,Medium,True,False,False
REC-0915,DEV-0111,CASE-0915,Medium,True,False,False
REC-0916,DEV-0194,CASE-0916,High,True,True,False
REC-0917,DEV-0012,CASE-0917,Medium,True,False,False
REC-0918,DEV-0046,CASE-0918,Medium,True,False,False
REC-0919,DEV-0142,CASE-0919,Low,False,False,False
REC-0920,DEV-0045,CASE-0920,High,True,True,False
REC-0921,DEV-0152,CASE-0921,Medium,True,False,False
REC-0922,DEV-0106,CASE-0922,Low,False,False,False
REC-0923,DEV-0007,CASE-0923,Critical,True,True,True
REC-0924,DEV-0013,CASE-0924,High,True,True,False
REC-0925,DEV-0055,CASE-0925,Low,False,False,False
REC-0926,DEV-0185,CASE-0926,High,True,True,False
REC-0927,DEV-0156,CASE-0927,Low,False,False,False
REC-0928,DEV-0218,CASE-0928,Critical,True,True,True
REC-0929,DEV-0089,CASE-0929,Medium,True,False,False
REC-0930,DEV-0127,CASE-0930,Medium,True,False,False
REC-0931,DEV-0172,CASE-0931,Low,False,False,False
REC-0932,DEV-0149,CASE-0932,Low,False,False,False
REC-0933,DEV-0236,CASE-0933,Medium,True,False,False
REC-0934,DEV-0115,CASE-0934,Critical,True,True,True
REC-0935,DEV-0022,CASE-0935,Medium,True,False,False
REC-0936,DEV-0022,CASE-0936,Medium,True,False,False
REC-0937,DEV-0115,CASE-0937,Critical,True,True,True
REC-0938,DEV-0012,CASE-0938,High,True,True,False
REC-0939,DEV-0148,CASE-0939,Critical,True,True,True
REC-0940,DEV-0116,CASE-0940,Medium,True,False,False
REC-0941,DEV-0176,CASE-0941,High,True,True,False
REC-0942,DEV-0119,CASE-0942,Medium,True,False,False
REC-0943,DEV-0240,CASE-0943,Critical,True,True,True
REC-0944,DEV-0024,CASE-0944,Low,False,False,False
REC-0945,DEV-0023,CASE-0945,High,True,True,False
REC-0946,DEV-0178,CASE-0946,High,True,True,False
REC-0947,DEV-0211,CASE-0947,High,True,True,False
REC-0948,DEV-0036,CASE-0948,Medium,True,False,False
REC-0949,DEV-0053,CASE-0949,Low,False,False,False
REC-0950,DEV-0115,CASE-0950,Low,False,False,False
